Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Class
0.1544841,0.8036151,0.35481644,0.094889134,0.1875835,0.3565204,0.17173898,0.20739318,0.7492672,0.10795314,0.33866337,0.5324597,0.9197794,0.3016563,0.6717527,0.64011025,0.5292272,0.24973705,0.6389419,0.49255508,S
0.07950649,0.8036151,-0.034030404,0.07721438,0.14994933,0.3565204,-0.010752356,0.14462766,0.442226,0.10795314,-0.080880046,0.57637185,0.89118606,0.3016563,0.78311276,0.88712305,0.79545707,0.24973705,0.5956145,0.3829501,S
0.04810408,0.8036151,0.014897682,0.030427767,0.16270222,0.3565204,-0.01733009,0.1239404,0.37598273,0.10795314,0.23156615,0.4028307,0.88095206,0.3016563,0.8528819,0.898516,0.80436236,0.24973705,0.5233997,0.41498303,S
0.020118993,0.8036151,0.006848368,-0.34931695,-0.16613172,0.3565204,-0.111667536,-0.20117137,0.2898059,0.10795314,0.2613816,0.14278604,1.0141863,0.3016563,0.944973,0.6434641,0.87122315,0.24973705,0.68740374,0.44313678,S
-0.13327137,0.8036151,0.13160388,-0.192325,0.029988384,0.3565204,-0.117244884,0.032223143,0.33248946,0.10795314,0.19888972,-0.011041098,1.0454608,0.3016563,0.699327,0.6366778,0.7602354,0.24973705,0.61934644,0.4042593,S
-0.069650464,0.8036151,0.2334861,-0.023811523,0.18611494,0.3565204,0.109756604,0.06615575,0.15224923,0.10795314,-0.053503502,-0.1243639,0.9838752,0.3016563,0.6445561,0.59274644,0.5715864,0.24973705,0.50386584,0.34453866,S
1.0342073,0.8036151,0.72075796,-0.055041287,0.6135177,0.3565204,0.23910475,-0.16424017,0.9056674,0.10795314,0.68936896,0.6825331,0.9152516,0.3016563,0.636418,0.7211537,0.67123365,0.24973705,0.52511686,0.6363305,S
1.0670931,0.8036151,0.3338437,0.09788753,0.63641953,0.3565204,0.09242553,-0.106660776,0.83483195,0.10795314,0.48630604,0.6344243,1.032828,0.3016563,0.62008804,0.6718909,0.69895893,0.24973705,0.6996467,0.50877315,S
0.5624629,0.8036151,0.10183805,0.651113,0.32766706,0.3565204,-0.16054493,0.2747841,0.80172265,0.10795314,0.12810515,0.50503856,0.8454528,0.3016563,0.78868496,0.8320731,0.51304793,0.24973705,0.7754799,0.47259405,S
0.5874051,0.8036151,0.11633537,0.43638864,0.29806393,0.3565204,-0.1323618,0.22231796,0.62651354,0.10795314,0.38534865,0.6117107,0.9067124,0.3016563,0.8317997,0.7223646,0.6066718,0.24973705,0.6673928,0.31143144,S
0.24485336,0.8036151,0.21701029,-0.14902575,0.28888994,0.3565204,-0.100134894,0.21553165,0.1620451,0.10795314,0.44573662,0.56196207,0.60888535,0.3016563,0.6978103,0.63602144,0.616897,0.24973705,0.6260091,0.16858256,S
0.6570849,0.8036151,-0.06801484,0.15039267,0.6894259,0.3565204,-0.0480632,0.530412,0.65990406,0.10795314,0.19638292,0.5331212,0.816372,0.3016563,0.7077449,0.72132957,0.65867174,0.24973705,0.6258738,0.31008503,S
0.84527457,0.8036151,-0.028734671,0.6850065,0.72364575,0.3565204,0.011805804,0.668895,0.6378,0.10795314,0.55630696,0.6725207,0.84087294,0.3016563,0.752957,0.653639,0.67920744,0.24973705,0.4806875,0.44241792,S
1.0741699,0.8036151,0.72792065,1.007941,0.8440104,0.3565204,0.5721143,0.79878867,0.5325377,0.10795314,0.8817886,0.5155018,0.937323,0.3016563,0.7959145,0.544778,0.7243898,0.24973705,0.5491451,0.52179945,S
1.0741699,0.8036151,0.69446784,1.007941,0.8440104,0.3565204,0.47147623,0.79878867,0.5325377,0.10795314,0.7190694,0.5155018,0.937323,0.3016563,0.76506084,0.544778,0.7243898,0.24973705,0.4680851,0.52179945,S
1.0741699,0.8036151,-0.057632748,1.007941,0.8440104,0.3565204,0.06405076,0.79878867,0.5325377,0.10795314,0.18983616,0.5155018,0.937323,0.3016563,0.6996267,0.544778,0.7243898,0.24973705,0.2673846,0.52179945,S
0.41764727,0.8036151,-0.012400068,0.049886398,-0.000872369,0.3565204,-0.08746096,0.1528118,0.43932804,0.10795314,0.2495185,0.55201334,0.70199805,0.3016563,0.8386127,0.72431165,0.5281463,0.24973705,0.50207025,0.36499813,S
0.6479578,0.8036151,0.012629729,0.25938532,0.21408996,0.3565204,-0.033411946,-0.061386243,0.43779948,0.10795314,0.19141348,0.36023366,0.6391262,0.3016563,0.91036266,0.7710747,0.5623616,0.24973705,0.56760556,0.4887012,S
0.44449937,0.8036151,0.012629729,0.15645814,0.04511132,0.3565204,-0.033411946,-0.026524875,0.24458824,0.10795314,0.19141348,0.26333112,0.7169248,0.3016563,0.91036266,0.773901,0.57259524,0.24973705,0.56760556,0.2504718,S
0.55302745,0.8036151,-0.2524889,0.4264741,0.18265066,0.3565204,0.059670165,-0.10092243,0.8164346,0.10795314,0.24033326,0.47077215,0.662248,0.3016563,0.9008298,0.7739215,0.5967248,0.24973705,0.6790573,0.4373823,S
0.51281947,0.8036151,-0.2539542,0.4192853,0.31986824,0.3565204,-0.007397781,-0.58644056,0.74784315,0.10795314,0.102732055,0.19388638,0.51575524,0.3016563,0.765389,0.7520789,0.5944961,0.24973705,0.72646415,0.5404391,S
0.36340213,0.8036151,0.7756959,0.17501846,0.5312707,0.3565204,0.61078554,0.27201512,0.62150055,0.10795314,0.624673,0.6976309,0.84874403,0.3016563,0.7986633,0.7246228,0.71579945,0.24973705,0.6753492,0.66971546,S
0.54021436,0.8036151,0.77423066,0.22047631,0.8694727,0.3565204,0.67901796,0.4924893,0.79116374,0.10795314,0.8183262,0.8142785,0.9497872,0.3016563,0.96333843,0.7776409,0.74473363,0.24973705,0.6498643,0.62386286,S
0.6517706,0.8036151,0.73700726,0.2616237,0.12124774,0.3565204,0.6683946,0.6380269,0.7615572,0.10795314,0.80672693,0.72399825,1.0939366,0.3016563,0.89526975,0.824885,0.35264093,0.24973705,0.56414455,0.5725914,S
0.5564748,0.8036151,-0.06811564,0.29769138,0.08899671,0.3565204,0.03047301,-0.122268096,0.7638152,0.10795314,0.26511982,0.17607479,1.0604802,0.3016563,0.7335167,0.8074054,0.44747168,0.24973705,0.5407474,0.34999534,S
0.34630015,0.8036151,0.27549073,-0.08165114,0.001034364,0.3565204,0.056298956,-0.34292457,0.54569995,0.10795314,0.25284335,0.05238136,1.0240127,0.3016563,0.85965765,0.8389927,0.49325597,0.24973705,0.5145474,0.35294545,S
0.34630015,0.8036151,0.85844964,-0.08165114,0.001034364,0.3565204,0.7393792,-0.34292457,0.54569995,0.10795314,0.73184747,0.05238136,1.0240127,0.3016563,0.7581848,0.8389927,0.49325597,0.24973705,0.41653007,0.35294545,S
0.34630015,0.8036151,0.83264446,-0.08165114,0.001034364,0.3565204,0.69047856,-0.34292457,0.54569995,0.10795314,0.74038166,0.05238136,1.0240127,0.3016563,0.6475334,0.8389927,0.49325597,0.24973705,0.37009847,0.35294545,S
0.34630015,0.8036151,0.62315273,-0.08165114,0.001034364,0.3565204,0.25879875,-0.34292457,0.54569995,0.10795314,0.8071851,0.05238136,1.0240127,0.3016563,0.8339545,0.8389927,0.49325597,0.24973705,0.56027895,0.35294545,S
0.34630015,0.8036151,1.2104111,0.7402011,0.001034364,0.3565204,0.9840928,0.64639926,0.54569995,0.10795314,1.1137036,0.8262309,1.0240127,0.3016563,0.7966615,1.0645275,0.49325597,0.24973705,0.60136485,0.6509904,S
1.1965835,0.8036151,1.0149603,0.8902131,1.0392296,0.3565204,0.9188422,0.7698531,0.91735107,0.10795314,1.1146812,0.8174215,0.6463034,0.3016563,0.6420049,1.143452,0.7740417,0.24973705,0.58518416,0.71804625,S
1.2204814,0.8036151,0.8389875,0.8902131,1.09471,0.3565204,0.62675023,0.7698531,1.0676955,0.10795314,0.95541465,0.8174215,0.82765734,0.3016563,0.5862665,1.143452,0.8107782,0.24973705,0.52082634,0.71804625,S
1.1876409,0.8036151,0.052671216,0.8902131,1.1122655,0.3565204,0.06787704,0.7698531,1.0095712,0.10795314,0.09902694,0.8174215,0.8937509,0.3016563,0.6619446,1.143452,0.85214037,0.24973705,0.53257596,0.71804625,S
0.4277742,0.8036151,0.3279306,0.1950938,0.3482165,0.3565204,0.27958193,0.23824878,0.54766726,0.10795314,0.33740994,0.876638,1.440655,0.3016563,0.7253085,1.1706346,0.86725783,0.24973705,0.62088346,0.78113705,S
1.1313705,0.74272734,0.8176723,1.3721524,0.95285296,0.33868608,0.8644887,1.0246001,0.8556917,0.19567963,0.6443232,1.2240301,0.63068825,-0.015539356,0.39693928,0.5682415,0.32627678,0.10787107,0.24275418,0.37304622,S
0.67275983,0.74272734,0.8176723,0.5534235,0.43958244,0.33868608,0.8644887,0.250436,0.5340169,0.19567963,0.6443232,0.64680856,0.3994663,-0.015539356,0.39693928,0.46740496,0.09452002,0.10787107,0.24275418,0.103524975,S
0.27470562,0.74272734,1.1426805,0.5382728,0.2615505,0.33868608,0.7426453,0.34864575,0.5190046,0.19567963,0.87112284,0.60887605,0.2931538,-0.015539356,0.6024025,0.3773477,0.18979406,0.10787107,0.36365482,0.20550334,S
0.5111894,0.74272734,1.0385612,0.7910474,0.5648546,0.33868608,0.75068134,0.72868204,0.815402,0.19567963,1.0658382,0.86039406,0.3628234,-0.015539356,0.5789336,0.46218234,0.31308892,0.10787107,0.39882955,0.29240936,S
0.7249119,0.74272734,0.982501,0.8017107,0.55596393,0.33868608,0.73823076,0.65836334,0.84079164,0.19567963,1.0326446,0.86859834,0.5251686,-0.015539356,0.48040417,0.43688187,0.17937769,0.10787107,0.37295854,0.20123929,S
0.28053975,0.74272734,1.070858,0.3856883,0.38166273,0.33868608,0.7644373,0.29555565,0.73000866,0.19567963,0.67744917,0.73340786,0.5289072,-0.015539356,0.40958938,0.47734967,0.08167877,0.10787107,0.46413335,0.106587775,S
0.079679646,0.74272734,1.070858,0.429537,0.41348988,0.33868608,0.7644373,0.47897092,0.5750921,0.19567963,0.67744917,0.66169554,0.612014,-0.015539356,0.40958938,0.54072803,0.13868834,0.10787107,0.46413335,0.14801307,S
0.53545,0.74272734,0.5243138,0.74476,0.6164537,0.33868608,0.05798775,0.5806631,0.9827228,0.19567963,0.42996457,0.84962136,0.40114197,-0.015539356,0.1605223,0.4057365,0.23365524,0.10787107,0.3099119,0.22908437,S
0.34220853,0.74272734,0.5302585,0.62467945,0.39673784,0.33868608,0.08636433,0.4020769,0.7590049,0.19567963,0.4724983,0.5479884,0.5376828,-0.015539356,0.2848016,0.45506933,0.10745212,0.10787107,0.36552212,0.15590297,S
0.35202232,0.74272734,0.5559466,0.54995507,0.35591674,0.33868608,0.2127089,0.5438798,0.8185343,0.19567963,0.52297777,0.6789588,0.5671038,-0.015539356,0.39611018,0.6024055,0.25822666,0.10787107,0.52024955,0.24509148,S
0.19891748,0.74272734,0.37129995,0.7280333,0.25299624,0.33868608,0.15951371,0.43281356,0.69060475,0.19567963,0.36107934,0.7163185,0.27456406,-0.015539356,0.16292642,0.3990322,0.23333056,0.10787107,0.59066015,0.22710906,S
0.35612324,0.74272734,0.6593008,0.73244095,0.36526963,0.33868608,0.20714821,0.39919856,0.8868886,0.19567963,0.318453,0.6234716,0.5538662,-0.015539356,0.20215428,0.39097458,0.36990106,0.10787107,0.6183244,0.3619398,S
0.4465953,0.74272734,0.8382379,0.54720676,0.20045823,0.33868608,0.33250883,0.17514119,0.5875356,0.19567963,0.4758369,0.688878,0.45059425,-0.015539356,0.25975016,0.39597636,0.24083784,0.10787107,0.64550453,0.20124358,S
0.43645063,0.74272734,0.9559938,0.4864551,0.21333599,0.33868608,0.32171547,0.094053864,0.7446852,0.19567963,0.48067105,0.8697866,0.5406863,-0.015539356,0.3370636,0.40996307,0.07086149,0.10787107,0.4953836,0.124987684,S
0.7672257,0.74272734,0.71365154,0.6377495,0.4601052,0.33868608,0.08325911,0.42249936,0.75653964,0.19567963,0.5090924,0.796425,0.54730046,-0.015539356,0.35615122,0.46170637,0.24390808,0.10787107,0.5193201,0.26678148,S
0.92325866,0.74272734,0.93139565,0.6242941,0.6188655,0.33868608,0.6607906,0.37885454,1.1277912,0.19567963,0.66060424,0.5452601,0.53705144,-0.015539356,0.41798496,0.4675714,0.32486188,0.10787107,0.66567755,0.35871887,S
0.90953165,0.74272734,1.2274106,0.42354748,0.896601,0.33868608,0.99562424,0.67677575,1.1273999,0.19567963,0.5551181,0.58552617,0.64146924,-0.015539356,0.48699823,0.5666422,0.31872082,0.10787107,0.61047506,0.3304613,S
1.1305331,0.74272734,1.2274106,1.0343463,1.0495527,0.33868608,0.99562424,0.8164453,1.0510343,0.19567963,0.5551181,0.871685,0.6840431,-0.015539356,0.48699823,0.5655401,0.4793044,0.10787107,0.61047506,0.32668644,S
1.082606,0.74272734,0.65171933,1.1883218,0.87479764,0.33868608,0.47466823,0.77107304,1.027839,0.19567963,0.2632188,0.8285639,0.67831177,-0.015539356,0.19131619,0.5960078,0.24825971,0.10787107,0.38746634,0.1392256,S
0.5971271,0.74272734,0.72846895,0.56348354,0.059773464,0.33868608,0.43310195,0.43008918,0.74406546,0.19567963,0.38945955,0.65316516,0.4883989,-0.015539356,0.26132149,0.26381883,0.17651139,0.10787107,0.56969523,0.31630397,S
0.52357894,0.74272734,0.4619702,0.83168846,0.2745359,0.33868608,-0.010386007,0.4199959,0.70710534,0.19567963,0.006001664,0.7853584,0.39808506,-0.015539356,0.24249637,0.5178383,0.15078452,0.10787107,0.55405974,0.13668382,S
0.5416812,0.74272734,0.86219335,0.81433886,0.10055416,0.33868608,0.56764436,0.49038652,0.44762075,0.19567963,0.8176131,0.8009949,0.45918402,-0.015539356,0.45879057,0.52435243,0.26676083,0.10787107,0.6843658,0.09553908,S
0.48869202,0.74272734,1.0690984,0.49542907,0.19644602,0.33868608,0.81285363,0.30849397,0.89649975,0.19567963,0.90773624,0.73376536,0.49080718,-0.015539356,0.59143096,0.4268878,0.27787924,0.10787107,0.6222556,0.16032009,S
0.7501905,0.74272734,1.1527777,0.49901083,0.5629619,0.33868608,0.8598557,0.372752,0.931205,0.19567963,0.8291062,0.8231083,0.5520782,-0.015539356,0.47771382,0.4697337,0.24512872,0.10787107,0.5102362,0.34200343,S
0.8242475,0.74272734,-0.17953663,0.6888259,0.435962,0.33868608,-0.2433585,0.44573492,0.926558,0.19567963,0.007690305,0.8339899,0.4589437,-0.015539356,0.12762177,0.48590145,0.24477333,0.10787107,0.36572486,0.33429873,S
0.76522917,0.74272734,-0.11239559,0.64188194,0.37608638,0.33868608,-0.031561688,0.62024534,0.9795229,0.19567963,0.011570672,1.0691227,0.4505462,-0.015539356,0.2800697,0.65095013,0.13696298,0.10787107,0.3694719,0.3321502,S
0.7630726,0.74272734,-0.079042025,0.46201402,0.71214753,0.33868608,0.031632304,0.3998385,0.9460567,0.19567963,-0.03254637,0.9727974,0.58296275,-0.015539356,0.34456375,0.5798035,0.35566786,0.10787107,0.43332848,0.37929162,S
0.38692,0.74272734,-0.079042025,0.34829527,0.6534943,0.33868608,0.031632304,-0.03320851,0.4876909,0.19567963,-0.03254637,0.5024307,0.564357,-0.015539356,0.34456375,0.38154438,0.39670962,0.10787107,0.43332848,0.26135954,S
0.3024638,0.74272734,0.05323602,0.24165691,0.15318792,0.33868608,-0.13938221,0.17653245,0.4938277,0.19567963,-0.09594488,0.19408117,0.27123037,-0.015539356,0.4503632,0.39264345,0.25713307,0.10787107,0.65585566,0.3696754,S
0.5930472,0.74272734,0.7932858,0.5347479,0.17982574,0.33868608,0.46291035,0.37642232,0.8811368,0.19567963,0.8416891,0.81893134,0.39653346,-0.015539356,0.46616814,0.45922688,0.30980814,0.10787107,0.59222335,0.37442002,S
0.73696846,0.74272734,0.7001846,0.6857452,0.13574623,0.33868608,0.3273423,0.42222187,0.9341236,0.19567963,0.80127084,0.8560411,0.39796826,-0.015539356,0.47885197,0.43019944,0.2653145,0.10787107,0.5207214,0.28051087,S
0.4946903,0.74272734,0.33850572,0.58768064,-0.070688576,0.33868608,0.20892884,0.20539741,0.58945644,0.19567963,0.279748,0.5775388,0.30243227,-0.015539356,0.5018742,0.40377927,0.29602286,0.10787107,0.524612,0.19463818,S
0.19304307,0.74272734,0.25424004,0.31417757,-0.18095212,0.33868608,0.1574145,0.21927874,0.53025925,0.19567963,0.1468599,0.40517733,0.4239015,-0.015539356,0.5556967,0.46053174,0.16835696,0.10787107,0.5747276,0.09262579,S
0.7137169,0.74272734,0.404813,0.86030567,0.77843755,0.33868608,-0.047742173,0.9800525,0.9242306,0.19567963,0.24035673,1.1506869,0.4569807,-0.015539356,0.36374795,0.46641278,0.24862547,0.10787107,0.5979071,0.18303965,S
0.76533234,0.74272734,0.16790444,0.98428947,0.844536,0.33868608,0.06933083,1.0380175,0.9296656,0.19567963,-0.03852086,1.1405592,0.42869344,-0.015539356,0.6279609,0.35338357,0.26312938,0.10787107,0.41585746,0.18495342,S
-0.23165758,0.74272734,0.10863421,0.05292891,0.4249647,0.33868608,-0.12512112,0.36052203,0.65478873,0.19567963,0.032684024,0.7281603,0.5314251,-0.015539356,0.53962386,0.4591622,0.29719973,0.10787107,0.4170778,0.13431215,S
0.11208041,0.74272734,-0.024882669,0.16695751,0.5651512,0.33868608,-0.07783209,0.44077557,0.7357997,0.19567963,0.045322172,0.8149836,0.43269983,-0.015539356,0.47085515,0.43904722,0.21255885,0.10787107,0.34928313,0.12855375,S
0.4317647,0.74272734,0.32559448,0.9391093,0.49859992,0.33868608,0.10014223,0.72237194,0.1739266,0.19567963,0.12876177,0.8725851,0.21806999,-0.015539356,0.54573804,0.44627148,0.24074343,0.10787107,0.41533536,0.16593358,S
0.54663396,0.74272734,0.54456824,0.8571091,0.42319688,0.33868608,0.09839144,0.6996173,0.6645552,0.19567963,0.08315942,0.84424895,0.50886655,-0.015539356,0.60692334,0.44543263,0.022335235,0.10787107,0.42897788,0.1992951,S
0.8311393,0.74272734,0.9153228,0.55669314,0.6522401,0.33868608,0.553737,0.4132215,0.7516455,0.19567963,0.611407,0.75778824,0.50185853,-0.015539356,0.66832757,0.6120718,0.17668769,0.10787107,0.748595,0.20975563,S
0.6871645,0.74272734,0.48557138,0.4436314,0.56968474,0.33868608,0.1685183,0.19124132,0.812832,0.19567963,0.42561722,0.71680504,0.5703166,-0.015539356,0.6590241,0.5932178,0.30243117,0.10787107,0.7550263,0.334825,S
0.19533649,0.74272734,0.628204,0.09970803,0.19677468,0.33868608,0.17976868,0.13138191,0.71421576,0.19567963,0.5221086,0.7549672,0.36766675,-0.015539356,0.6504599,0.29687148,0.255145,0.10787107,0.6636071,0.24819651,S
0.2887507,0.74272734,1.0533949,0.30716833,0.19163851,0.33868608,0.21743469,-0.011860988,0.60607177,0.19567963,0.5491913,0.7343791,0.3066763,-0.015539356,0.54222363,0.2933024,0.3082408,0.10787107,0.714657,0.28747597,S
0.3618433,0.74272734,0.68018097,0.26484123,-0.21255141,0.33868608,0.20135292,0.10219039,0.604267,0.19567963,0.3203171,0.47215912,0.3811997,-0.015539356,0.45798942,0.4651582,0.2067221,0.10787107,0.7077288,0.2918941,S
-0.18771146,0.74272734,0.88685966,0.3231385,-0.20149295,0.33868608,0.633263,0.3187939,0.62202334,0.19567963,0.7694672,0.6298769,0.43567157,-0.015539356,0.65525204,0.54826653,0.1313448,0.10787107,0.71699613,0.14771044,S
0.9834341,0.74272734,1.0655007,1.2322412,0.92126757,0.33868608,0.9114256,1.0955414,0.73285025,0.19567963,0.7514625,0.7278723,0.36023954,-0.015539356,0.8155929,0.55739206,0.21300764,0.10787107,0.7857945,0.31396273,S
0.9834341,0.74272734,1.0655007,1.4851995,0.92126757,0.33868608,0.9114256,1.3408823,0.73285025,0.19567963,0.7514625,0.65258145,0.36023954,-0.015539356,0.8155929,0.4139225,0.21300764,0.10787107,0.7857945,0.31298384,S
0.9834341,0.74272734,1.0655007,1.4851995,0.92126757,0.33868608,0.9114256,1.3408823,0.73285025,0.19567963,0.7514625,0.65258145,0.36023954,-0.015539356,0.8155929,0.4139225,0.21300764,0.10787107,0.7857945,0.31298384,S
0.9834341,0.74272734,1.0655007,1.4851995,0.92126757,0.33868608,0.9114256,1.3408823,0.73285025,0.19567963,0.7514625,0.65258145,0.36023954,-0.015539356,0.8155929,0.4139225,0.21300764,0.10787107,0.7857945,0.31298384,S
0.17592546,0.74272734,1.129496,0.5907675,0.18343687,0.33868608,0.61853296,0.6120672,0.27587402,0.19567963,0.43981466,0.38984755,0.32596362,-0.015539356,0.6255542,0.34220582,0.29671982,0.10787107,0.6574596,0.22567877,S
0.23636158,0.74272734,0.99335444,0.4962275,0.2544136,0.33868608,0.60754967,0.4889055,0.79838204,0.19567963,0.7351657,0.9179139,0.29281744,-0.015539356,0.61857814,0.419635,0.25544393,0.10787107,0.7354823,0.2826385,S
0.2778627,0.74272734,0.7041414,0.35058987,0.10855926,0.33868608,0.530181,0.41694903,0.8138324,0.19567963,0.72855794,0.94330186,0.29152477,-0.015539356,0.63570696,0.4309623,0.22832307,0.10787107,0.70334077,0.22862634,S
0.4917624,0.74272734,0.52630633,0.6480245,0.53063,0.33868608,0.45941478,0.6122198,0.899023,0.19567963,0.6795752,0.96071947,0.49598956,-0.015539356,0.6513691,0.48638105,0.49795583,0.10787107,0.86044127,0.47765043,S
0.61568344,0.74272734,0.47230917,0.8218451,0.4795224,0.33868608,0.5123183,0.72884244,0.8778472,0.19567963,0.6161182,0.95785004,0.42166767,-0.015539356,0.54099506,0.38435063,0.39338595,0.10787107,0.67341816,0.5963752,S
0.38942575,0.74272734,0.6661776,0.5780481,0.27148053,0.33868608,0.40127262,0.47902566,0.50761104,0.19567963,0.27568975,0.5527761,0.35910064,-0.015539356,0.5519114,0.40420315,0.19464397,0.10787107,0.5845483,-0.10354946,S
0.7503698,0.74272734,0.6651384,0.5944495,0.73429763,0.33868608,0.3404815,0.5696877,1.1592928,0.19567963,0.7883626,1.0035589,0.5883545,-0.015539356,0.6504396,0.44255593,-0.022590272,0.10787107,0.7475335,0.062287346,S
0.91775143,0.74272734,0.80701643,0.700336,0.8132144,0.33868608,0.6747351,0.91763383,1.1592928,0.19567963,0.8531883,1.1091172,0.5207293,-0.015539356,0.61660695,0.6846938,0.17441058,0.10787107,0.61180055,0.22090441,S
0.7575239,0.74272734,0.69650584,0.5743133,0.5422243,0.33868608,0.7416636,0.99773425,0.49403954,0.19567963,0.49260706,0.8490792,0.3547189,-0.015539356,0.567422,0.66919255,0.21443854,0.10787107,0.6403112,0.44009617,S
0.10530865,0.74272734,0.065177806,0.78911626,0.31723428,0.33868608,0.05351963,0.18983242,0.21780576,0.19567963,0.5388699,0.62296975,0.41370553,-0.015539356,0.5305213,0.39200193,0.18929052,0.10787107,0.7218656,0.25011307,S
0.11339545,0.74272734,0.23976672,0.6432339,0.24124642,0.33868608,-0.10894964,0.13285235,0.4318477,0.19567963,0.512592,0.47341716,0.47143528,-0.015539356,0.35770997,0.31903172,0.11470762,0.10787107,0.7008258,0.19267482,S
-0.056530226,0.74272734,0.5383936,0.5935108,0.06114735,0.33868608,-0.5201366,0.13228431,0.3775352,0.19567963,0.033173975,0.30269858,0.58648086,-0.015539356,0.3368344,0.31938303,-0.09643584,0.10787107,0.62319,-0.10227905,S
0.46080208,0.74272734,0.5359786,0.9727925,0.37771767,0.33868608,0.23815702,0.50408185,0.46880984,0.19567963,0.6629722,0.7855232,0.58618486,-0.015539356,0.72041893,0.54975265,0.15949744,0.10787107,0.5492944,0.13587207,S
0.3063262,0.74272734,0.6435704,0.9187944,0.3306882,0.33868608,0.13986216,0.5202246,0.3200732,0.19567963,0.6467482,0.81396097,0.58161986,-0.015539356,0.71948683,0.6800549,0.16864914,0.10787107,0.5149029,0.22545838,S
0.014304684,0.74272734,0.105660245,0.97991663,0.14112645,0.33868608,-0.16529468,1.0520594,0.2002555,0.19567963,0.004128531,0.85490936,0.4725009,-0.015539356,0.68539375,0.7349811,0.048537184,0.10787107,0.6302287,0.17629184,S
0.4431957,0.74272734,-0.33063456,0.5320443,0.32399565,0.33868608,-0.13133246,0.30852857,0.6809296,0.19567963,0.18135504,0.83056873,0.45009643,-0.015539356,0.5805454,0.651868,0.2687837,0.10787107,0.4610208,0.13124137,S
0.52144015,0.74272734,-0.051876433,0.5301835,0.3711922,0.33868608,-0.17481516,0.28150937,0.63424253,0.19567963,0.51092994,0.7853642,0.41594157,-0.015539356,0.6391148,0.50349236,0.19093329,0.10787107,0.49148992,0.18583179,S
0.51656395,0.74272734,0.663913,0.6137154,0.29207706,0.33868608,-0.11331517,0.41872022,0.73007125,0.19567963,0.5100049,0.6406105,0.29410455,-0.015539356,0.5457255,0.3452777,0.1870127,0.10787107,0.6640844,0.2042816,S
0.30926767,0.74272734,0.5852055,0.59458125,0.21091235,0.33868608,-0.046473082,0.29758966,0.65276,0.19567963,0.4894851,0.58910084,0.26480696,-0.015539356,0.5529219,0.34333545,0.33098492,0.10787107,0.78091925,0.35216877,S
0.42470697,0.74272734,0.62206995,0.32701722,0.21977316,0.33868608,0.40592214,0.34786135,0.42935863,0.19567963,0.58759856,0.8459773,0.4007532,-0.015539356,0.6222171,0.55995756,0.2784688,0.10787107,0.7339768,0.33589247,S
0.64917487,0.74272734,0.61096895,0.62995994,0.26627687,0.33868608,0.31778634,0.5732984,0.885976,0.19567963,0.5219332,1.071968,0.48757887,-0.015539356,0.62770605,0.4915757,0.27063385,0.10787107,0.78289247,0.26457846,S
0.78526735,0.74272734,0.48479873,0.6243752,0.33344665,0.33868608,0.30800602,0.26045197,0.8840582,0.19567963,0.6854193,0.94077754,0.23633015,-0.015539356,0.4803777,0.3502112,0.25114998,0.10787107,0.8220637,0.20109785,S
0.85457593,0.74272734,0.8461688,0.5906107,0.37772423,0.33868608,0.645234,0.23567097,0.35727057,0.19567963,0.6854193,0.16579224,0.17161793,-0.015539356,0.23691191,0.2938475,0.26112255,0.10787107,0.98556495,0.17958108,S
-0.3080603,0.74272734,0.15219674,0.1323357,0.18754695,0.33868608,-0.17859906,0.48237583,0.3701583,0.19567963,0.37447476,0.26967704,0.30096084,-0.015539356,0.40502757,0.360789,0.25924695,0.10787107,0.72340715,0.28671739,S
-0.05334187,0.74272734,0.31547782,0.047961786,0.31052998,0.33868608,0.06483897,0.55027884,0.48079374,0.19567963,0.47322032,0.599276,0.3743651,-0.015539356,0.47231388,0.21040276,0.34599158,0.10787107,0.8188497,0.2871092,S
0.09540462,0.74272734,-0.057824064,0.1377542,0.13929154,0.33868608,-0.010196284,0.024683556,0.5475978,0.19567963,0.34906247,0.5879203,0.41798323,-0.015539356,0.5050593,0.27707905,0.1533745,0.10787107,0.60257554,0.24815398,S
0.28707832,0.74272734,0.045335706,0.46371815,0.17271717,0.33868608,0.057363957,0.33869365,0.5483786,0.19567963,0.3917228,0.7556174,0.5589079,-0.015539356,0.4676259,0.45041993,0.18161646,0.10787107,0.5431548,0.107089326,S
0.30277938,0.74272734,-0.008562389,0.38626635,0.44517395,0.33868608,-0.06829239,0.530612,0.6519081,0.19567963,0.25445557,0.85082054,0.5319866,-0.015539356,0.44664174,0.55269367,0.11892595,0.10787107,0.7585754,0.15708932,S
0.28590384,0.74272734,0.09828808,0.24265844,0.35276732,0.33868608,0.015047496,0.40080497,0.6099876,0.19567963,0.36839387,0.589763,0.4473934,-0.015539356,0.51968384,0.6065396,0.13065019,0.10787107,0.89350474,0.26937932,S
