Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Class
1.3025271,0.8841516,-0.15632658,0.09857374,1.2816589,0.78169876,-0.50949776,0.38213903,1.0292367,0.40725815,-0.105501145,0.4334173,0.78927404,0.41271588,0.5746643,0.57064444,0.3091116,0.22180267,0.38290945,0.3968423,A
1.3025271,0.645755,-0.5358087,0.6252294,1.2816589,0.46161133,-0.37247002,0.624782,1.0292367,0.27775043,-0.05423547,0.31992128,0.78927404,0.44273525,0.43382365,0.7469195,0.3091116,0.25455028,0.36962232,0.36481103,A
1.3025271,0.3262219,0.10323629,1.0430813,1.2816589,0.09867909,-0.15586631,0.78199637,1.0292367,0.23054916,0.4426357,0.64737153,0.78927404,0.49809995,0.62208253,0.71829563,0.3091116,0.24608348,0.47687075,0.4615074,A
1.3025271,0.40259802,0.069555774,0.82250065,1.2816589,0.2982123,-0.17152429,0.7747252,1.0292367,0.22636192,0.42409956,1.0014355,0.78927404,0.5028634,0.58564377,0.7397718,0.3091116,0.3654899,0.4457254,0.54330313,A
1.3025271,0.053523187,-0.37044865,0.6579268,1.2816589,-0.018230347,-0.14557342,0.59077543,1.0292367,0.15310438,0.16104187,0.99347734,0.78927404,0.35566223,0.50436896,0.7001417,0.3091116,0.29091653,0.27738014,0.38704866,A
1.3025271,0.15569158,-0.48399147,0.6827034,1.2816589,0.031986844,-0.41661242,0.5405895,1.0292367,0.059158824,0.15510169,1.1074752,0.78927404,0.325276,0.47456905,0.48185256,0.3091116,0.33098844,0.45593745,0.35254908,A
1.3025271,0.5699536,-0.37595606,0.9271323,1.2816589,0.3313977,-0.1703701,0.84518045,1.0292367,0.0495383,0.014585668,1.096541,0.78927404,0.51977843,0.4576319,0.5461998,0.3091116,0.27586535,0.58066607,0.4741626,A
1.3025271,0.3095519,-0.013376931,0.9271323,1.2816589,0.27510992,0.08856797,0.84518045,1.0292367,0.38209912,-0.08536877,1.096541,0.78927404,0.5299254,0.6172415,0.5461998,0.3091116,0.27515414,0.108238734,0.4741626,A
1.3025271,0.4511595,0.10500648,0.9271323,1.2816589,0.09939704,0.000771772,0.84518045,1.0292367,0.37782082,-0.03757148,1.096541,0.78927404,0.50100386,0.6116951,0.5461998,0.3091116,0.13845654,0.15080075,0.4741626,A
1.3025271,0.6861989,-0.11202603,0.9271323,1.2816589,0.35197017,-0.14941654,0.84518045,1.0292367,0.45335552,-0.06822177,1.096541,0.78927404,0.5766271,0.54994756,0.5461998,0.3091116,0.35512784,0.23889987,0.4741626,A
1.3025271,0.7768334,-0.117432654,0.9271323,1.2816589,0.4002814,-0.021971738,0.84518045,1.0292367,0.33432907,-0.37614524,1.096541,0.78927404,0.64536774,0.5648852,0.5461998,0.3091116,0.47695202,0.35244286,0.4741626,A
1.3025271,0.30371347,-0.117432654,0.9271323,1.2816589,0.12722765,-0.021971738,0.84518045,1.0292367,0.3873281,-0.37614524,1.096541,0.78927404,0.55061334,0.5648852,0.5461998,0.3091116,0.27301535,0.35244286,0.4741626,A
1.3025271,0.7276706,0.41202918,0.9271323,1.2816589,0.35964268,-0.10965212,0.84518045,1.0292367,0.51738906,0.30321306,1.096541,0.78927404,0.46412396,0.58259636,0.5461998,0.3091116,0.3341272,0.68319744,0.4741626,A
1.3025271,0.88701296,0.48727694,0.9271323,1.2816589,0.5410315,-0.04757159,0.84518045,1.0292367,0.541037,0.30115107,1.096541,0.78927404,0.4592817,0.5897339,0.5461998,0.3091116,0.35085633,0.7059963,0.4741626,A
1.3025271,0.52788764,0.48727694,0.9271323,1.2816589,0.380409,-0.04757159,0.84518045,1.0292367,0.30954054,0.30115107,1.096541,0.78927404,0.20478219,0.5897339,0.5461998,0.3091116,0.30015406,0.7059963,0.4741626,A
1.3025271,-0.13532665,0.0684231,0.9271323,1.2816589,0.12497945,0.018061616,0.84518045,1.0292367,0.11824696,0.033369407,1.096541,0.78927404,0.38228735,0.612012,0.5461998,0.3091116,0.32774615,0.45497987,0.4741626,A
1.3025271,0.16868089,0.037610177,0.9271323,1.2816589,0.10205852,0.07559752,0.84518045,1.0292367,0.4295862,0.06661363,1.096541,0.78927404,0.40016955,0.5294514,0.5461998,0.3091116,0.25966954,0.2744681,0.4741626,A
1.3025271,0.6117051,0.69193834,0.9271323,1.2816589,0.4068088,0.3280962,0.84518045,1.0292367,-0.008612739,0.30434537,1.096541,0.78927404,0.6999709,0.6550606,0.5461998,0.3091116,0.016241267,0.26591802,0.4741626,A
1.3025271,0.6747695,0.492261,0.9271323,1.2816589,0.43631986,0.23976652,0.84518045,1.0292367,0.5007295,0.35193047,1.096541,0.78927404,0.6084763,0.5468612,0.5461998,0.3091116,0.10731421,0.2697281,0.4741626,A
1.3025271,0.71516347,0.410172,0.9271323,1.2816589,0.5128005,0.35011128,0.84518045,1.0292367,0.63853174,0.13835712,1.096541,0.78927404,0.24116437,0.4342711,0.5461998,0.3091116,0.48553392,0.3738038,0.4741626,A
1.3025271,0.66061056,0.410172,0.9271323,1.2816589,0.513535,0.35011128,0.84518045,1.0292367,0.48285866,0.13835712,1.096541,0.78927404,0.39729485,0.4342711,0.5461998,0.3091116,0.3402918,0.3738038,0.4741626,A
1.3025271,0.55906284,0.410172,0.9271323,1.2816589,0.22274676,0.35011128,0.84518045,1.0292367,0.2598951,0.13835712,1.096541,0.78927404,0.41526434,0.4342711,0.5461998,0.3091116,0.26251677,0.3738038,0.4741626,A
1.3025271,0.8550436,0.410172,0.9271323,1.2816589,0.45156246,0.35011128,0.84518045,1.0292367,0.62436527,0.13835712,1.096541,0.78927404,0.4954843,0.4342711,0.5461998,0.3091116,0.3229531,0.3738038,0.4741626,A
1.3025271,1.219375,0.410172,0.9271323,1.2816589,0.813868,0.35011128,0.84518045,1.0292367,0.62436527,0.13835712,1.096541,0.78927404,0.55495685,0.4342711,0.5461998,0.3091116,0.4320244,0.3738038,0.4741626,A
1.3025271,1.219375,0.410172,0.9271323,1.2816589,0.813868,0.35011128,0.84518045,1.0292367,0.62436527,0.13835712,1.096541,0.78927404,0.55495685,0.4342711,0.5461998,0.3091116,0.4320244,0.3738038,0.4741626,A
1.3025271,0.8952437,0.410172,0.9271323,1.2816589,0.7317198,0.35011128,0.84518045,1.0292367,0.5284653,0.13835712,1.096541,0.78927404,0.5965906,0.4342711,0.5461998,0.3091116,0.48715782,0.3738038,0.4741626,A
1.3025271,0.095207185,0.36606756,0.9271323,1.2816589,-0.08170841,-0.11987951,0.84518045,1.0292367,0.12707473,0.16973855,1.096541,0.78927404,0.6119261,0.65744436,0.5461998,0.3091116,0.41570505,0.44769615,0.4741626,A
1.3025271,0.13333853,0.5451137,0.9271323,1.2816589,-0.061317373,0.030620014,0.84518045,1.0292367,0.11507782,0.16973855,1.096541,0.78927404,0.64017934,0.73026955,0.5461998,0.3091116,0.42682022,0.36129773,0.4741626,A
1.3025271,0.13333853,0.5451137,0.9271323,1.2816589,-0.061317373,0.030620014,0.84518045,1.0292367,0.11507782,0.16973855,1.096541,0.78927404,0.64017934,0.73026955,0.5461998,0.3091116,0.42682022,0.36129773,0.4741626,A
1.3025271,0.5229736,0.084021084,0.9271323,1.2816589,0.3756931,0.053670123,0.84518045,1.0292367,0.6405066,0.14035356,1.096541,0.78927404,0.18809843,0.37153208,0.5461998,0.3091116,0.103603564,0.4110496,0.4741626,A
1.3025271,0.16288882,0.015185691,0.9271323,1.2816589,0.3066736,0.100293994,0.84518045,1.0292367,0.6768406,0.0794166,1.096541,0.78927404,0.22236946,0.39060283,0.5461998,0.3091116,0.16321808,0.39672375,0.4741626,A
1.3025271,0.6083652,0.83329576,0.9271323,1.2816589,0.45440504,0.676546,0.84518045,1.0292367,0.7480963,0.39826804,1.096541,0.78927404,0.2983842,0.51299995,0.5461998,0.3091116,0.2491717,0.06391684,0.4741626,A
1.6332715,0.21391547,0.8902053,0.94685566,1.3963972,0.001493189,0.20257002,0.6654424,1.1481836,0.5270793,0.47758618,0.75182235,1.1185448,0.8966535,0.18773758,0.87389296,0.38626817,0.52235645,-0.12045882,0.18383595,A
1.6993632,-0.021929862,0.88834614,0.94685566,1.442714,-0.072447106,-0.07999916,0.6654424,1.1481836,0.47192845,0.11763398,0.75182235,1.1238971,0.8148503,0.19962303,0.87389296,0.42569053,0.5003918,0.10653819,0.18383595,A
1.6993632,0.1656264,0.9261044,0.94685566,1.442714,-0.12771615,-0.18702178,0.6654424,1.1481836,-0.05226678,0.16507262,0.75182235,1.1238971,0.79660124,0.2376802,0.87389296,0.42569053,0.42983878,0.07908539,0.18383595,A
1.6993632,0.1656264,0.002998327,1.1380666,1.442714,-0.12771615,0.11495953,0.9969164,1.1481836,-0.05226678,0.32635435,0.84306335,1.1238971,0.79660124,0.12655818,0.7651499,0.42569053,0.42983878,-0.120190054,0.5202132,A
1.555618,0.32251683,0.16583465,0.63939524,1.490634,0.03228283,-0.40965015,0.5688645,1.6473954,0.35612142,0.405838,0.80439645,1.1507615,0.87810206,0.21330506,0.6803317,0.38421682,0.420893,-0.006970479,0.42282337,A
0.96275365,0.5012092,-0.03243791,0.11758282,0.9888072,-0.12100761,-0.40976807,0.10816773,1.1482182,0.43010464,0.3188962,0.38939846,0.797764,0.92550725,0.12005001,0.6885118,0.35461956,0.43823114,0.122856185,0.38367116,A
0.38458723,0.6265028,-0.14734888,0.15528828,0.6935899,-0.15799052,0.12426474,0.27703163,1.0015945,0.36239788,0.11929401,0.36542743,0.8678847,0.96132874,-0.06902437,0.6816312,0.3422109,0.4168889,0.10941648,0.38740277,A
0.797865,0.6265028,0.1513495,0.9788953,1.0617855,-0.15799052,-0.00352208,0.77976716,1.1317542,0.36239788,-0.041544393,0.941787,0.96791476,0.96132874,0.005076069,0.7696291,0.40693608,0.4168889,0.12995636,0.5593658,A
1.0087469,0.08672061,-0.106826305,0.9314799,1.2747514,0.35327503,-0.058520533,0.8415811,1.0972612,0.2701565,0.15377796,0.92006415,1.0755044,0.7647781,0.17431416,0.7689256,0.49220714,0.4773085,0.17223966,0.65041375,A
0.32313186,0.2358282,0.50176495,0.9314799,0.50877255,0.29573518,0.020035785,0.8415811,0.47175387,0.28598022,0.21420638,0.92006415,0.6786064,0.7423407,0.123285,0.7689256,0.23939443,0.47894233,0.041617766,0.65041375,A
0.32313186,0.5627411,0.8408912,0.9314799,0.50877255,0.24277309,0.30671838,0.8415811,0.47175387,0.3869713,0.18178259,0.92006415,0.6786064,0.909772,0.13870654,0.7689256,0.23939443,0.39784002,0.08481952,0.65041375,A
0.46851254,0.44454578,-0.081913754,0.9314799,0.04056877,-0.015776275,-0.120308936,0.8415811,0.3342435,0.43367338,-0.12312765,0.92006415,0.5941605,0.86824083,0.011215953,0.7689256,0.32597864,0.48748502,0.10997642,0.65041375,A
0.627889,0.4219921,0.59382576,0.9314799,-0.049552415,0.004047712,-0.056806788,0.8415811,0.49782386,0.06809446,-0.18925506,0.92006415,0.58776695,0.6685746,-0.1387651,0.7689256,0.2796313,0.65683806,-0.07906762,0.65041375,A
0.22785084,-0.22906704,0.24325143,0.9314799,0.62210226,-0.24007934,0.045925662,0.8415811,0.66345936,0.15848036,0.21151432,0.92006415,0.6630194,0.7284539,0.0634059,0.7689256,0.39474714,0.36031976,-0.021468574,0.65041375,A
-0.051857807,-0.12662688,0.1126293,0.87692213,0.37964547,-0.031760614,0.037669387,0.7546468,0.4812326,0.40821764,0.12742247,0.7943024,0.49527442,0.8751179,-0.001227275,0.80538285,0.37409285,0.3006936,-0.03574642,0.5627272,A
-0.026766995,0.092370346,-0.11239215,0.40020534,0.17547196,0.14010741,-0.14262483,0.51498866,0.5150464,0.47813562,0.32554743,0.8223522,0.38526684,0.9348442,-0.009267895,0.63861835,0.07163884,0.44295564,0.0201521,0.35230544,A
-0.19592692,0.20585556,0.15183362,-0.19273205,0.37246346,0.30766347,-0.075158164,0.007622241,0.25026464,0.44175342,0.10833517,0.2155326,0.2945431,0.8095173,-0.05948244,0.6494853,0.07715173,0.3565906,0.036260504,0.40421554,A
-0.19592692,0.030517552,0.10661418,-0.016415404,0.37246346,0.3224755,-0.07225903,0.21701597,0.25026464,0.5041978,0.07905542,0.36837688,0.2945431,0.779436,0.057676382,0.68616647,0.07715173,0.2812737,0.062991016,0.43400735,A
-0.19592692,0.45386377,0.037481718,0.69849515,0.37246346,0.028543359,-0.07485965,0.22271574,0.25026464,0.41918227,0.13966352,0.38370737,0.2945431,0.83713096,0.22591792,0.6346811,0.07715173,0.48929432,0.06916694,0.41496757,A
0.7515991,0.20409943,0.03232652,0.46245694,0.5250531,0.07752587,-0.02911367,-0.113669485,0.8331234,0.18553066,0.14699765,0.15603411,0.52121943,0.77476865,0.14054458,0.7592772,0.28969714,0.6402927,0.12603271,0.46344268,A
1.0135704,0.2892543,0.136852,0.3263276,0.667904,0.15306477,0.10899609,-0.23528722,0.74754924,0.1530223,0.22456887,0.026412189,0.60504097,0.7477368,0.24230625,0.7758961,0.29236078,0.7516769,0.10034875,0.44779772,A
1.1265833,0.2892543,0.31833243,0.3263276,0.65992045,0.15306477,0.22853667,-0.23528722,0.5351539,0.1530223,0.39837617,0.026412189,0.66937613,0.7477368,0.18496571,0.7758961,0.08437721,0.7516769,-0.12953202,0.44779772,A
1.1265833,0.2892543,0.16085467,0.3263276,0.65992045,0.15306477,0.005065935,-0.23528722,0.5351539,0.1530223,0.20652512,0.026412189,0.66937613,0.7477368,0.12032887,0.7758961,0.08437721,0.7516769,0.021070844,0.44779772,A
1.1265833,0.41777244,0.096628435,0.3263276,0.65992045,0.023708126,0.11310796,-0.23528722,0.5351539,0.11809291,0.14138365,0.026412189,0.66937613,0.70841676,0.031435385,0.7758961,0.08437721,0.39889497,0.21120363,0.44779772,A
0.60878664,0.41679722,-0.08083312,0.3263276,0.23920378,-0.084194474,-0.04036281,-0.23528722,0.47889653,0.37793025,0.1571958,0.026412189,0.4942682,0.74869794,0.07705231,0.7758961,0.07982331,0.18923226,0.16849239,0.44779772,A
0.77976584,0.35356957,0.24441087,0.3263276,0.3869186,0.032587614,-0.091187425,-0.23528722,0.3822876,0.5442221,0.05076526,0.026412189,0.5345571,0.77310413,0.027701592,0.7758961,0.07726484,0.46698123,0.1896846,0.44779772,A
0.7460603,0.29096475,0.8018651,0.3263276,0.4359449,0.043227836,0.09494739,-0.23528722,0.19789276,0.43181118,0.19040361,0.026412189,0.6227391,0.88154626,0.11858069,0.7758961,0.021137359,0.517065,0.27204752,0.44779772,A
0.7460603,0.1470008,0.72325206,1.260762,0.4359449,-0.005403188,0.043159913,1.2745945,0.19789276,0.40352196,0.18390931,0.9488585,0.6227391,0.93731976,0.13314538,0.8498225,0.021137359,0.48779067,0.15805729,0.70473623,A
0.66024804,0.1470008,0.19824226,1.1844513,0.4993837,-0.005403188,-0.1605909,1.0495048,0.320747,0.40352196,0.09838921,0.9497002,0.69626826,0.93731976,0.12386715,0.92714924,0.23458232,0.48779067,0.003565964,0.5936252,A
0.6649831,0.31603342,0.83553123,0.63163656,0.5024311,0.20827867,0.20978956,0.43078175,0.38962576,0.2767918,0.2437384,0.45058152,0.64588666,0.7235092,0.09980351,0.91026926,0.23685302,0.47724587,0.09575463,0.5587359,A
0.011634391,-0.18001315,0.9583039,0.18498701,0.044058673,0.071271524,0.27866668,0.32652384,0.2673457,0.21391137,0.15473765,0.17721607,0.5680002,0.89299893,0.13271636,0.7534307,0.15144147,0.23186962,0.24915478,0.55968744,A
0.29467034,-0.06480604,0.38210696,0.6905856,0.19260405,0.28839174,0.011298845,0.5313562,0.5735199,0.36523378,0.053059753,0.5882523,0.46006623,0.78101164,0.049442872,0.8391611,0.069964364,0.4024158,0.13773476,0.53548944,A
0.12738457,-0.17704506,0.17285988,0.97912586,-0.002765549,0.007032128,-0.29485953,1.0223578,0.55376995,0.5087499,0.22344933,1.3393552,0.44792125,0.7502561,-0.06714791,0.8666508,-0.02289598,0.52432615,0.10498475,0.4265038,A
0.54772854,0.29136586,-0.085728176,1.0696342,0.58320904,0.011200567,-0.19030327,1.1138632,1.268978,0.50109255,0.13873665,1.3393552,0.6988075,0.80716723,-0.028016804,0.80877805,0.13882367,0.45049074,-0.064913906,0.3398864,A
1.017032,0.33865127,0.15470894,1.0696342,0.9014169,0.0689055,0.23234688,1.1138632,1.2968258,0.50689787,0.12525032,1.3393552,0.6542304,0.8352664,0.081288345,0.80877805,0.18531765,0.31470755,0.19429913,0.3398864,A
0.76416975,0.27806246,0.08021635,1.0696342,0.6914579,-0.07014253,0.21154207,1.1138632,0.92410827,0.44158506,0.3172308,1.3393552,0.75040036,0.83505595,0.13065168,0.80877805,0.2788647,0.15592769,0.03438576,0.3398864,A
0.7013535,-0.18439572,0.51812446,1.0696342,0.6783408,-0.3224524,0.1738798,1.1138632,0.92410827,0.53382486,0.45098367,1.3393552,0.7364266,0.82799995,0.09806136,0.80877805,0.24748892,0.5066027,0.22137062,0.3398864,A
0.2203834,0.3234321,0.20410849,1.0696342,0.38829672,-0.08067647,-0.06251557,1.1138632,0.61925393,0.44915617,0.2873823,1.3393552,0.5195369,0.81469446,0.008179839,0.80877805,-0.04944687,0.39355493,-0.025762785,0.3398864,A
0.120505445,0.3825747,0.6282975,1.0696342,0.44158727,0.1748386,0.26352787,1.1138632,0.59305465,0.33329347,0.33631212,1.3393552,0.5366936,0.8591598,0.112854645,0.80877805,-0.06730211,0.3336481,-0.19291815,0.3398864,A
0.28755143,0.31753248,0.6357148,1.0696342,0.36001,0.20871978,0.28844342,1.1138632,0.49636525,0.56604296,0.25636095,1.3393552,0.3902908,0.80252314,0.13661215,0.80877805,0.0969406,0.46986258,-0.075831465,0.3398864,A
0.5905001,0.25287694,0.1930969,1.0696342,0.20802402,-0.04924376,-0.102318265,1.1138632,0.11898458,0.63173515,0.21633072,1.3393552,0.44701865,0.81155705,0.000339525,0.80877805,0.2289237,0.5507584,0.11196212,0.3398864,A
0.6761222,0.010353899,-0.11237972,1.0696342,0.25258604,0.00286122,-0.15355913,1.1138632,0.07583972,0.59732467,0.14989673,1.3393552,0.5854508,0.842402,0.056810837,0.80877805,0.30215392,0.50175834,-0.08994437,0.3398864,A
0.6761222,0.20951134,0.21357301,1.0696342,0.25258604,0.13518609,0.24206991,1.1138632,0.07583972,0.43247828,0.078750856,1.3393552,0.5854508,0.92414016,0.22003245,0.80877805,0.30215392,0.40633675,0.012317459,0.3398864,A
0.5519936,0.3718436,0.41239646,1.0696342,0.3547906,-0.11161393,0.16253118,1.1138632,0.3394623,0.540654,0.13036014,1.3393552,0.55726266,0.72359633,0.14290248,0.80877805,0.17549388,0.57856816,0.08355467,0.3398864,A
0.9553199,0.18505648,0.3931648,0.12588033,0.60109884,-0.15355197,-0.30747908,0.023001883,1.0151886,0.42108807,0.37096548,0.23113628,0.6210273,0.74319386,-0.06410741,0.55737114,0.13607454,0.54161227,-0.07962973,0.5632592,A
0.9095722,0.39481518,0.1428599,0.61846566,0.6541803,0.14009489,-0.266879,0.17224872,0.9346113,0.37469834,0.2540629,0.49134898,0.64293104,0.7975329,0.009253161,0.49548927,0.18162489,0.5859531,0.1298811,0.42886302,A
0.7652043,0.3760796,0.20939592,0.7372491,0.56826305,0.09187024,-0.018890273,0.7238921,0.7569125,0.30086878,0.18184897,0.67617446,0.59317046,0.9192641,0.12288529,0.62644374,0.24680185,0.37591326,0.17135163,0.5408482,A
1.0072514,0.029843483,-0.035020493,0.8061452,0.9214975,-0.07877646,-0.14622892,0.5482587,0.6656746,0.41583866,-0.022130048,0.541621,0.5412945,0.81749123,-0.028226133,0.62748575,0.012089031,0.34013435,-0.06382595,0.542321,A
1.0179534,0.6612259,0.5802008,0.97530913,0.97339934,0.2701951,0.12983175,0.6964146,0.5422067,0.41719297,0.08843683,0.39523315,0.68869793,0.7926118,-0.10747473,0.5437939,0.06282752,0.4431799,-0.011372899,0.3051529,A
0.9130884,0.5299414,0.06963965,0.97501653,0.6102982,0.09668021,-0.043601435,0.72856086,0.4669825,0.2859804,0.12570824,0.383781,0.5448281,0.8998696,0.07907913,0.5773982,0.39498565,0.41483536,-0.15967393,0.27606103,A
1.0677227,0.32572076,0.31097633,0.97501653,0.5467733,0.3032845,0.03348858,0.72856086,0.5247638,0.33770368,0.002179934,0.383781,0.55847985,0.88786185,0.116236,0.5773982,0.28231856,0.42459875,-0.14666596,0.27606103,A
0.88055205,0.27910712,0.4671536,0.97501653,0.25053048,0.48507318,0.151045,0.72856086,0.3172392,0.33384493,0.17941622,0.383781,0.44929862,0.83415556,0.2711853,0.5773982,0.18954144,0.34671706,-0.2083459,0.27606103,A
0.9575135,0.27910712,0.90312344,0.97501653,0.65694076,0.48507318,0.279564,0.72856086,0.7952536,0.33384493,0.31354684,0.383781,0.52257067,0.83415556,0.105555885,0.5773982,0.41534027,0.34671706,-0.0819373,0.27606103,A
1.0082985,0.27910712,0.80510175,0.97501653,1.0101587,0.48507318,0.1193215,0.72856086,0.5736805,0.33384493,0.3561275,0.383781,0.7327069,0.83415556,0.17700407,0.5773982,0.48664987,0.34671706,0.0776766,0.27606103,A
0.8774292,0.004656163,0.12971784,0.97501653,0.74835956,-0.014906617,-0.3473401,0.72856086,0.9120713,0.414796,0.09613722,0.383781,0.6371088,0.7671941,0.23954864,0.5773982,0.35602435,0.3005018,0.09295764,0.27606103,A
0.95462453,0.49983522,0.47933555,0.97501653,0.64005536,-0.011175552,-0.026978808,0.72856086,0.9120713,0.36157337,0.20537378,0.383781,0.6680993,0.8136169,0.044101484,0.5773982,0.19745357,0.4628336,0.12986687,0.27606103,A
0.6178473,0.7297354,0.67440045,0.97501653,0.4716141,0.06508924,0.16237363,0.72856086,0.5268014,0.038382575,0.30999377,0.383781,0.6121001,0.8967446,0.14526112,0.5773982,0.20369297,0.5470383,0.22201422,0.27606103,A
0.71291643,0.7297354,0.6231956,0.97501653,0.87703997,0.06508924,0.050059073,0.72856086,0.58648056,0.038382575,0.36409244,0.383781,0.83625454,0.8967446,0.120267026,0.5773982,0.370913,0.5470383,0.20704848,0.27606103,A
0.96946245,0.7297354,0.8067218,0.97501653,0.6847392,0.06508924,0.00966874,0.72856086,0.47254804,0.038382575,0.21511641,0.383781,0.71597403,0.8967446,-0.08145674,0.5773982,0.100200996,0.5470383,0.044061936,0.27606103,A
0.25102836,0.10575938,0.704822,0.97501653,0.15908523,-0.29759604,0.019429762,0.72856086,0.6538287,-0.05088984,0.2766305,0.383781,0.5316587,0.9368006,-0.01119712,0.5773982,-0.03345179,0.39826563,0.14316952,0.27606103,A
0.36588153,0.07612541,-0.011894533,0.97501653,0.20580268,-0.29788244,-0.35914057,0.72856086,0.71016127,0.59613353,0.20707993,0.383781,0.5023344,0.85768044,0.06077934,0.5773982,0.07926508,0.621519,0.07387315,0.27606103,A
0.6859438,0.21179485,-0.08562586,0.97501653,0.53352344,0.44554016,-0.13602045,0.72856086,0.63669723,0.63108844,0.17862292,0.383781,0.56049496,0.83488476,0.13479626,0.5773982,0.24092971,0.28058973,-0.069488905,0.27606103,A
1.8181226,0.4039496,0.026353966,1.6562481,1.6706512,0.5203824,-0.1261998,0.97954494,1.5420059,0.65051556,0.29480898,0.8934861,0.981307,0.79870933,0.08551188,0.9623196,0.172828,0.23936023,-0.044772446,0.52493316,A
1.8532771,0.4416722,0.5752877,1.6562481,1.5499505,0.47832972,0.003588995,0.97954494,1.5153419,0.60473454,0.29489043,0.8934861,0.9695784,0.7966508,-0.005059282,0.9623196,0.13923189,0.38232857,0.05734955,0.52493316,A
0.6044136,0.33404943,0.37636763,1.1426706,0.771912,0.18108979,0.105799876,1.1762515,0.9865721,0.36619446,0.21034203,0.7560954,0.5803141,0.7574502,0.09888661,0.7667015,0.17862135,0.5221685,0.039176207,0.39654106,A
0.49515834,0.283615,0.062293384,1.1623551,0.72188807,0.22020543,0.17885445,0.87699926,0.96285355,0.23363778,0.22351474,0.83458424,0.4794332,0.64449936,0.033776708,0.76319194,0.10723417,0.5725951,-0.034943987,0.42007846,A
0.3301402,0.38846704,0.09998456,0.8964041,0.5544592,0.19916011,0.0437707,0.34118664,0.8931518,0.32501534,0.14785492,0.7611255,0.50167155,0.7894667,0.031574596,0.7693843,-0.115174286,0.27007854,-0.02119495,0.4601704,A
0.4035752,0.257937,0.16908452,0.8750529,0.47896922,0.006270824,-0.2994833,0.4428751,0.5509725,0.24092668,0.31535015,0.8639625,0.5603567,0.7000334,0.21347903,0.76036274,0.114111766,0.48788124,-0.13944088,0.35768327,A
0.3020118,0.3126223,0.12137963,0.77946734,0.38736027,0.26344943,-0.21670215,0.2956849,0.6622022,0.59313303,0.037963882,0.6763042,0.49907756,0.720944,0.10798632,0.7355997,0.06162368,0.40611297,-0.0841032,0.35138133,A
0.33766738,0.43674666,0.32954535,0.24611394,0.35995692,0.2327937,-0.061329402,0.2759931,0.7176735,0.5738765,0.22333741,0.31482574,0.48622426,0.7898049,0.15299563,0.6885063,-0.023381416,0.27987617,0.069295965,0.48573202,A
0.51808256,0.3535128,0.20009978,0.09683485,0.36151612,0.36803856,-0.14103149,-0.027735174,0.60902935,0.4594641,0.23345688,0.31168905,0.39764994,0.7898498,0.16768174,0.6914612,-0.038805783,0.25538734,0.1292984,0.43749943,A
0.7224165,0.25469238,-0.13857523,0.69147867,0.1975035,0.14895892,-0.10686453,0.4528729,0.46926153,0.23475686,0.30769745,0.8256709,0.42499086,0.78206164,0.092556864,0.6790511,0.10163793,0.31817707,0.17523627,0.489179,A
0.5535783,0.5194586,-0.001763563,0.92460114,0.3297017,0.2272056,-0.06321091,0.6187603,0.7386451,0.49622193,0.34770587,0.92863643,0.497545,0.7721483,0.36562258,0.76915723,0.12003931,0.46189892,-0.018838143,0.48328522,A
0.45073673,0.22273856,0.09875732,0.72929615,0.4572928,0.31242746,-0.09379355,0.26389307,0.5350392,0.6318246,0.26533017,0.4860588,0.47080457,0.90716535,0.42578584,0.7713378,-0.008219125,0.56938636,-0.22668073,0.49078366,A
0.83217067,0.0939163,0.056750808,0.7150968,0.47233796,0.37996852,-0.024029663,0.34527114,0.46674243,0.53261113,0.4033075,0.60319424,0.36297664,0.9041452,0.39596438,0.678007,0.16141346,0.44840774,-0.08611797,0.49977547,A
0.9754522,0.2738899,-0.012306494,0.38296086,0.5139121,0.34108108,0.16837664,0.2718935,0.4667357,0.564135,0.32588783,0.6093593,0.24491994,0.89073724,0.4200643,0.72269887,0.21374758,0.3797324,-0.112760216,0.32773674,A
0.9754522,0.32005915,0.17537555,0.3232327,0.5139121,0.24154076,-0.03144012,0.368842,0.4667357,0.44414818,0.26483354,0.5008138,0.24491994,0.8524594,0.35787982,0.7251179,0.21374758,0.32689413,0.008444485,0.49853605,A
0.9754522,0.49750397,0.6794975,0.29544407,0.5139121,0.2740188,0.27040967,0.15017162,0.4667357,0.48474485,0.7044954,0.35149926,0.24491994,0.82366616,0.31347066,0.7459998,0.21374758,0.069933265,0.02748922,0.58776605,A
0.9754522,0.26922798,0.6089862,0.29544407,0.5139121,0.42018652,0.18028827,0.15017162,0.4667357,0.75170314,0.83269966,0.35149926,0.24491994,0.8666596,0.27614447,0.7459998,0.21374758,0.38239738,-0.11790002,0.58776605,A
0.9754522,0.48189452,0.40200356,0.45690542,0.5139121,0.5051689,0.2789576,0.09186138,0.4667357,0.91059685,0.85843956,0.93132734,0.24491994,0.8728941,0.28525358,0.5818604,0.21374758,0.4807049,-0.10548404,0.14287442,A
